scenario,step_percent,estimator,family,run_tier,n_mc_runs,tune_trials,tune_eval_runs,n_cost_reps,base_seed,tuning_base_seed,pipeline_method_version,tuning_elapsed_s,mc_eval_elapsed_s,total_elapsed_s
Sweep_AmplitudeStep_250pct,250.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00012400001287460327,28.298837600043043,28.298996400029864
Sweep_AmplitudeStep_250pct,250.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2799998987466097e-05,30.473361500015017,30.473406500008423
Sweep_AmplitudeStep_250pct,250.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.3699947632849216e-05,29.946917099994607,29.946962199988775
Sweep_AmplitudeStep_250pct,250.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.6200024876743555e-05,23.89334140002029,23.893396999977995
Sweep_AmplitudeStep_250pct,250.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.500001573935151e-05,33.33554739999818,33.335594600008335
Sweep_AmplitudeStep_250pct,250.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6099998902063817e-05,33.5499920000002,33.55002550000063
Sweep_AmplitudeStep_250pct,250.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.250003257766366e-05,22.470413099974394,22.470489200029988
Sweep_AmplitudeStep_250pct,250.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.4899992644786835e-05,25.824373000010382,25.824452500033658
Sweep_AmplitudeStep_250pct,250.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1400046534836292e-05,35.2336278000148,35.233668700035196
Sweep_AmplitudeStep_250pct,250.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.880002673715353e-05,23.722454699978698,23.722491300024558
Sweep_AmplitudeStep_250pct,250.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.850002445280552e-05,26.20628859999124,26.20632590004243
Sweep_AmplitudeStep_250pct,250.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2599997464567423e-05,31.01259120000759,31.012634499988053
Sweep_AmplitudeStep_250pct,250.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.589998232200742e-05,13.533155699959025,13.533396799990442
Sweep_AmplitudeStep_25pct,25.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.969997538253665e-05,21.13941010000417,21.139447800000198
Sweep_AmplitudeStep_25pct,25.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00022069999249652028,41.680691099958494,41.68096029997105
Sweep_AmplitudeStep_25pct,25.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.849997978657484e-05,28.951217200024985,28.951294299971778
Sweep_AmplitudeStep_25pct,25.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.5100016500800848e-05,23.42827789997682,23.42832449998241
Sweep_AmplitudeStep_25pct,25.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0002250999677926302,22.964193899999373,22.964445199992042
Sweep_AmplitudeStep_25pct,25.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0600040443241596e-05,28.74190500000259,28.741943400003947
Sweep_AmplitudeStep_25pct,25.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.5400000847876072e-05,32.61843969999609,32.61847180000041
Sweep_AmplitudeStep_25pct,25.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0002539000124670565,20.056146799994167,20.056449000025168
Sweep_AmplitudeStep_25pct,25.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00019269995391368866,27.71229500003392,27.71252609998919
Sweep_AmplitudeStep_25pct,25.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0019972999580204487,36.28992360003758,36.29195240000263
Sweep_AmplitudeStep_25pct,25.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6600009985268116e-05,19.868406699970365,19.868440399994142
Sweep_AmplitudeStep_25pct,25.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.379998426884413e-05,23.098034200025722,23.098097799986135
Sweep_AmplitudeStep_25pct,25.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2599997464567423e-05,25.216368899971712,25.216408799984492
Sweep_AmplitudeStep_25pct,25.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.8799986466765404e-05,22.607138300023507,22.607226399995852
Sweep_AmplitudeStep_2pct,2.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.050003968179226e-05,23.540638100006618,23.54067740001483
Sweep_AmplitudeStep_2pct,2.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.5300018023699522e-05,28.180622400017455,28.18066740001086
Sweep_AmplitudeStep_2pct,2.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.050001734867692e-05,23.28798690001713,23.288058699981775
Sweep_AmplitudeStep_2pct,2.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0799983758479357e-05,24.22937279997859,24.229412999993656
Sweep_AmplitudeStep_2pct,2.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.20999713242054e-05,25.849961999978404,25.850040499994066
Sweep_AmplitudeStep_2pct,2.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.239999594166875e-05,28.418608399981167,28.418651600019075
Sweep_AmplitudeStep_2pct,2.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8800004909280688e-05,33.6566118999981,33.65665020000597
Sweep_AmplitudeStep_2pct,2.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.560001591220498e-05,24.444152200012468,24.4442529999651
Sweep_AmplitudeStep_2pct,2.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1799991372972727e-05,25.45675900002243,25.456805100024212
Sweep_AmplitudeStep_2pct,2.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1799991372972727e-05,36.29734340001596,36.29738349997206
Sweep_AmplitudeStep_2pct,2.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.680001150816679e-05,21.748444099968765,21.74847759999102
Sweep_AmplitudeStep_2pct,2.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0300038158893585e-05,20.86698200000683,20.867023900034837
Sweep_AmplitudeStep_2pct,2.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.869996337220073e-05,25.523028300027363,25.523117700009607
Sweep_AmplitudeStep_2pct,2.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0001427999814040959,13.939865699969232,13.940032499958761
Sweep_AmplitudeStep_300pct,300.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.980002995580435e-05,27.916722199996002,27.91680849995464
Sweep_AmplitudeStep_300pct,300.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.139998832717538e-05,29.300946999981534,29.300991799973417
Sweep_AmplitudeStep_300pct,300.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.060000017285347e-05,30.192993599979673,30.193052699964028
Sweep_AmplitudeStep_300pct,300.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.189998773857951e-05,30.955236900015734,30.9553366000182
Sweep_AmplitudeStep_300pct,300.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.19999928958714e-05,24.35454839997692,24.354591200011782
Sweep_AmplitudeStep_300pct,300.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.003028600011020899,51.43407670001034,51.437524700013455
Sweep_AmplitudeStep_300pct,300.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.5199999324977398e-05,33.39860320000298,33.39863609999884
Sweep_AmplitudeStep_300pct,300.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.75000124424696e-05,25.81482650001999,25.814920600038022
Sweep_AmplitudeStep_300pct,300.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.759999526664615e-05,24.849823499971535,24.849896500003524
Sweep_AmplitudeStep_300pct,300.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.9599974621087313e-05,39.39591219997965,39.39594999997644
Sweep_AmplitudeStep_300pct,300.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00013070000568404794,25.822800000023562,25.822970899986103
Sweep_AmplitudeStep_300pct,300.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.3500004317611456e-05,28.430333599972073,28.430378500022925
Sweep_AmplitudeStep_300pct,300.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1599989850074053e-05,46.862235600012355,46.862277600041125
Sweep_AmplitudeStep_300pct,300.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.829998265951872e-05,12.461115500016604,12.461173599993344
Sweep_AmplitudeStep_350pct,350.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4699955247342587e-05,29.47187400003895,29.471922800003085
Sweep_AmplitudeStep_350pct,350.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0001873000292107463,32.68580049998127,32.68602040002588
Sweep_AmplitudeStep_350pct,350.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.2799994591623545e-05,31.922895599971525,31.92299589997856
Sweep_AmplitudeStep_350pct,350.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.660004585981369e-05,29.791456200007815,29.791529199981596
Sweep_AmplitudeStep_350pct,350.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.1900045946240425e-05,26.318968799954746,26.319044499949086
Sweep_AmplitudeStep_350pct,350.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.4599990360438824e-05,31.896894600009546,31.896972100017592
Sweep_AmplitudeStep_350pct,350.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.750000228639692e-05,34.6674101000026,34.66744459999609
Sweep_AmplitudeStep_350pct,350.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.190001007169485e-05,27.11546320002526,27.11553940002341
Sweep_AmplitudeStep_350pct,350.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0499981474131346e-05,24.18298230000073,24.183024499972817
Sweep_AmplitudeStep_350pct,350.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,6.049999501556158e-05,43.15632780001033,43.15641469997354
Sweep_AmplitudeStep_350pct,350.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8899969290941954e-05,25.754329100018367,25.754366900015157
Sweep_AmplitudeStep_350pct,350.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.7699996028095484e-05,26.345250799960922,26.345340300002135
Sweep_AmplitudeStep_350pct,350.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.4399993233382702e-05,28.253051900013816,28.253082200011704
Sweep_AmplitudeStep_350pct,350.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00020539999241009355,12.986214300035499,12.986624800018035
Sweep_AmplitudeStep_35pct,35.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.969997538253665e-05,22.555904300010297,22.555942600010894
Sweep_AmplitudeStep_35pct,35.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7499958630651236e-05,23.313217099988833,23.313252499967348
Sweep_AmplitudeStep_35pct,35.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.110004425048828e-05,25.886541899992153,25.886583099956624
Sweep_AmplitudeStep_35pct,35.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4100008886307478e-05,26.524473799974658,26.524521599989384
Sweep_AmplitudeStep_35pct,35.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8400023691356182e-05,21.251588899991475,21.251624800032005
Sweep_AmplitudeStep_35pct,35.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.339999916031957e-05,29.158486999978777,29.158578599977773
Sweep_AmplitudeStep_35pct,35.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.179999864893034e-05,32.85897090000071,32.859014800000296
Sweep_AmplitudeStep_35pct,35.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.079996142536402e-05,22.088862400036305,22.088942800008226
Sweep_AmplitudeStep_35pct,35.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2300053387880325e-05,22.929550000000745,22.929593799985014
Sweep_AmplitudeStep_35pct,35.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7599959392100573e-05,31.80579419998685,31.80582999996841
Sweep_AmplitudeStep_35pct,35.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.189995186403394e-05,39.52008589997422,39.52014889998827
Sweep_AmplitudeStep_35pct,35.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.780001912266016e-05,21.663396399992052,21.663432500034105
Sweep_AmplitudeStep_35pct,35.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1799991372972727e-05,26.728201300022192,26.728242600045633
Sweep_AmplitudeStep_35pct,35.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.479999627918005e-05,11.660555199952796,11.660586999962106
Sweep_AmplitudeStep_3pct,3.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.9300030544400215e-05,20.730345599993598,20.730384399998
Sweep_AmplitudeStep_3pct,3.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7600017599761486e-05,24.074194799992256,24.074229100020602
Sweep_AmplitudeStep_3pct,3.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.500001573935151e-05,27.64258990000235,27.642635600001086
Sweep_AmplitudeStep_3pct,3.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.759997732937336e-05,24.71614239999326,24.71619790000841
Sweep_AmplitudeStep_3pct,3.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.839996548369527e-05,25.56994289997965,25.569981199980248
Sweep_AmplitudeStep_3pct,3.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2199994418770075e-05,26.36834159999853,26.368382000015117
Sweep_AmplitudeStep_3pct,3.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.550000160932541e-05,34.062232099997345,34.06226419999439
Sweep_AmplitudeStep_3pct,3.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.099998528137803e-05,24.66390990000218,24.663950100017246
Sweep_AmplitudeStep_3pct,3.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.7800037059932947e-05,23.530746800010093,23.53081090003252
Sweep_AmplitudeStep_3pct,3.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8499966245144606e-05,32.32480529998429,32.32484249997651
Sweep_AmplitudeStep_3pct,3.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.540001878514886e-05,19.92716449999716,19.927211600006558
Sweep_AmplitudeStep_3pct,3.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8600025214254856e-05,22.855489400040824,22.855528900050558
Sweep_AmplitudeStep_3pct,3.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6600009985268116e-05,23.88110769999912,23.88114079996012
Sweep_AmplitudeStep_3pct,3.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.5099998563528061e-05,11.219563000020571,11.219611900043674
Sweep_AmplitudeStep_400pct,400.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.9800052288919687e-05,27.30148049996933,27.301534899976104
Sweep_AmplitudeStep_400pct,400.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.789997961372137e-05,29.259852299990598,29.259907500003465
Sweep_AmplitudeStep_400pct,400.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2099993657320738e-05,28.153733499988448,28.153775299957488
Sweep_AmplitudeStep_400pct,400.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0200037397444248e-05,31.581064700032584,31.581104399985634
Sweep_AmplitudeStep_400pct,400.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.770003190264106e-05,21.433300099975895,21.433398700028192
Sweep_AmplitudeStep_400pct,400.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.6800029445439577e-05,38.57226869999431,38.57231550000142
Sweep_AmplitudeStep_400pct,400.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7599995771888644e-05,32.77843959999882,32.77847839999595
Sweep_AmplitudeStep_400pct,400.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.789997961372137e-05,22.361475899990182,22.36153369996464
Sweep_AmplitudeStep_400pct,400.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.400000812485814e-05,23.54595679999329,23.546005600015633
Sweep_AmplitudeStep_400pct,400.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2899999748915434e-05,37.029675900004804,37.02972009999212
Sweep_AmplitudeStep_400pct,400.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,6.469996878877282e-05,24.98352760000853,24.983654299983755
Sweep_AmplitudeStep_400pct,400.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.090000245720148e-05,24.136892900045495,24.13695390004432
Sweep_AmplitudeStep_400pct,400.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1299987565726042e-05,31.129418800002895,31.129458600014914
Sweep_AmplitudeStep_400pct,400.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4800014216452837e-05,13.246910399990156,13.246964399993885
Sweep_AmplitudeStep_500pct,500.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.050003968179226e-05,27.847167200001422,27.84720619994914
Sweep_AmplitudeStep_500pct,500.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.509997623041272e-05,33.198446099995635,33.198512899980415
Sweep_AmplitudeStep_500pct,500.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.710000939667225e-05,31.303468200028874,31.3035442000255
Sweep_AmplitudeStep_500pct,500.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.860000288113952e-05,26.5413415999501,26.541416299995035
Sweep_AmplitudeStep_500pct,500.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00022109999554231763,23.124813899979927,23.125070700014476
Sweep_AmplitudeStep_500pct,500.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.220001235604286e-05,32.24317890004022,32.24324149999302
Sweep_AmplitudeStep_500pct,500.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7300000763498247e-05,33.60367060000135,33.603706000001694
Sweep_AmplitudeStep_500pct,500.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,9.609997505322099e-05,27.742101400042884,27.74223560001701
Sweep_AmplitudeStep_500pct,500.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,7.920002099126577e-05,28.26673999999184,28.267043399973772
Sweep_AmplitudeStep_500pct,500.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.960001049563289e-05,50.091263100039214,50.09134019998601
Sweep_AmplitudeStep_500pct,500.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6600009985268116e-05,26.45399800001178,26.45403379999334
Sweep_AmplitudeStep_500pct,500.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.2299995180219412e-05,27.77766809996683,27.777711600007024
Sweep_AmplitudeStep_500pct,500.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1599989850074053e-05,27.4166878000251,27.416727300034836
Sweep_AmplitudeStep_500pct,500.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.729995710775256e-05,13.594638500013389,13.59467759996187
Sweep_AmplitudeStep_50pct,50.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.619998460635543e-05,22.69227860000683,22.692342499969527
