scenario,step_percent,estimator,family,n_mc_runs,m1_rmse_hz_mean,m1_rmse_hz_median,m1_rmse_hz_p10,m1_rmse_hz_p90,m1_rmse_hz_std
Sweep_AmplitudeStep_75pct,75.0,TFT,Window-based,30,0.004923691836152581,0.00525090920522895,0.0013320502351101301,0.00747457716742836,0.0023012726893859637
Sweep_AmplitudeStep_100pct,100.0,RLS,Adaptive,30,1.4061587404287201,1.5380074509768284,0.6042563218641717,1.8571327030606761,0.49037288331531936
Sweep_AmplitudeStep_100pct,100.0,TKEO,Adaptive,30,9.716610075133968,9.429986556780884,8.453919706474938,11.46438680901967,1.1543828618734533
Sweep_AmplitudeStep_100pct,100.0,PLL,Loop-based,30,0.21975127661742627,0.16652788783918004,0.1631738259849443,0.31632354268400964,0.13490088883070617
Sweep_AmplitudeStep_100pct,100.0,SOGI-FLL,Loop-based,30,0.010847439489641003,0.0101492712181888,0.00863597640500139,0.014371907819148289,0.0020919519012804724
Sweep_AmplitudeStep_100pct,100.0,SOGI-PLL,Loop-based,30,0.023779020100406174,0.024398780409651398,0.012456921714930692,0.03429931087830785,0.01052479964016604
Sweep_AmplitudeStep_100pct,100.0,Type-3 SOGI-PLL,Loop-based,30,0.03681254834760426,0.0274753295027436,0.01233741973433872,0.06474919266869016,0.025627629923611266
Sweep_AmplitudeStep_100pct,100.0,ZCD,Loop-based,30,0.008642673201116675,0.008209380739438051,0.0045549158277156,0.013096540557161892,0.0032802256980248687
Sweep_AmplitudeStep_100pct,100.0,EKF,Model-based,30,0.004110127313296093,0.00434713645159035,0.0016870666415379602,0.00612131028816558,0.0016861108437635725
Sweep_AmplitudeStep_100pct,100.0,LKF,Model-based,30,0.005471231538288066,0.004957452339734349,0.00422148278671426,0.008078636988452431,0.0013248558834765974
Sweep_AmplitudeStep_100pct,100.0,LKF2,Model-based,30,0.011837153508380945,0.01124050518511005,0.008129808146688039,0.01745897934799924,0.003326185172147032
Sweep_AmplitudeStep_100pct,100.0,RA-EKF,Model-based,30,0.0009146345338532101,0.0008241280986251,0.00061776029916359,0.00135912319472935,0.00033879687677941376
Sweep_AmplitudeStep_100pct,100.0,UKF,Model-based,30,0.0028956729563566768,0.0030563531768284,0.0015429469048875,0.0038124754549103503,0.0009090963709394438
Sweep_AmplitudeStep_100pct,100.0,IPDFT,Window-based,30,0.010434075618479961,0.0120306968817429,0.00256327620031845,0.01550946274378005,0.004837129348202094
Sweep_AmplitudeStep_100pct,100.0,TFT,Window-based,30,0.006256382645682187,0.00672051480855825,0.00158942880478236,0.00953437984040043,0.0029527492738388793
Sweep_AmplitudeStep_150pct,150.0,RLS,Adaptive,30,1.667178969389963,1.845619087344182,0.6350557331667017,2.084484441326288,0.5036675157336774
Sweep_AmplitudeStep_150pct,150.0,TKEO,Adaptive,30,10.006004334423254,9.774165615911159,8.814759019353982,11.268980461608956,0.9699453136830094
Sweep_AmplitudeStep_150pct,150.0,PLL,Loop-based,30,0.22080452593188724,0.16807176368279841,0.16391645905114843,0.31756004689285755,0.13463761234658533
Sweep_AmplitudeStep_150pct,150.0,SOGI-FLL,Loop-based,30,0.013546441840481139,0.0124508926570043,0.01078617819772727,0.01838827790628677,0.002820132806798794
Sweep_AmplitudeStep_150pct,150.0,SOGI-PLL,Loop-based,30,0.026193491384733123,0.02826370696236205,0.012976876930827082,0.03957832989367301,0.011388613924224463
Sweep_AmplitudeStep_150pct,150.0,Type-3 SOGI-PLL,Loop-based,30,0.038882966350623965,0.030473515770222052,0.01536211435418866,0.06596967603230448,0.02512501552670005
Sweep_AmplitudeStep_150pct,150.0,ZCD,Loop-based,30,0.007848598757792424,0.007355519393957,0.003982997780184161,0.01222422431837665,0.0030807937507395635
Sweep_AmplitudeStep_150pct,150.0,EKF,Model-based,30,0.005289418264678354,0.0058149629649973,0.0021168993275931304,0.00771008231126756,0.0019338750179417323
Sweep_AmplitudeStep_150pct,150.0,LKF,Model-based,30,0.00619194500659711,0.0057599350719499,0.00435058075941322,0.01003493802483358,0.001941014646987901
Sweep_AmplitudeStep_150pct,150.0,LKF2,Model-based,30,0.0157473244412257,0.0151844347480152,0.01125223989226279,0.021411972671739013,0.003755360946696614
Sweep_AmplitudeStep_150pct,150.0,RA-EKF,Model-based,30,0.0010253105889347068,0.0009226941568173,0.0007750115664849,0.0014110938511222603,0.0003096325614035545
Sweep_AmplitudeStep_150pct,150.0,UKF,Model-based,30,0.004027059179686624,0.00438095647760285,0.00227947551957557,0.00534795578114074,0.001340467613005428
Sweep_AmplitudeStep_150pct,150.0,IPDFT,Window-based,30,0.01369568460721814,0.016026240842529002,0.0034678533549986497,0.020501516068321672,0.006351409618217422
Sweep_AmplitudeStep_150pct,150.0,TFT,Window-based,30,0.008803058538259873,0.009537674672129601,0.00213549552935439,0.01345327385643366,0.004182369833855592
Sweep_AmplitudeStep_200pct,200.0,RLS,Adaptive,30,1.7335202989327214,1.8277431938594666,1.1138217712711185,2.0901922872264396,0.4397434289258044
Sweep_AmplitudeStep_200pct,200.0,TKEO,Adaptive,30,10.23491158168237,10.1597487866297,9.118539001237473,11.442139512817418,0.986540514456337
Sweep_AmplitudeStep_200pct,200.0,PLL,Loop-based,30,0.2219074207029845,0.1700929744370143,0.164514227983642,0.31892449892500113,0.1343678960926398
Sweep_AmplitudeStep_200pct,200.0,SOGI-FLL,Loop-based,30,0.0158082150002199,0.014462519522715649,0.01258351121137195,0.02166407002502886,0.0033890383878930124
Sweep_AmplitudeStep_200pct,200.0,SOGI-PLL,Loop-based,30,0.02791003039171142,0.02977778681422235,0.013371066251534012,0.0435003329507063,0.012203084218709708
Sweep_AmplitudeStep_200pct,200.0,Type-3 SOGI-PLL,Loop-based,30,0.04054588685499274,0.034402633977127256,0.01765330518054332,0.0677750716248514,0.02483824979122575
Sweep_AmplitudeStep_200pct,200.0,ZCD,Loop-based,30,0.007377557020349466,0.0068942543586705506,0.00358698613982746,0.01168010595866607,0.0029741494462046177
Sweep_AmplitudeStep_200pct,200.0,EKF,Model-based,30,0.006589863059827284,0.007020469457354151,0.00266996990578783,0.00935574613809974,0.002444871614287912
Sweep_AmplitudeStep_200pct,200.0,LKF,Model-based,30,0.006758320208780676,0.00646149175777815,0.0044027060834392,0.01161579052447934,0.0024336803557407035
Sweep_AmplitudeStep_200pct,200.0,LKF2,Model-based,30,0.01958968663703056,0.019010481507515102,0.01410394171608573,0.026110519421604562,0.004456278705343483
Sweep_AmplitudeStep_200pct,200.0,RA-EKF,Model-based,30,0.0011109772281162568,0.0010206875589912,0.00091520414394646,0.0013961458966283103,0.0002775783019722641
Sweep_AmplitudeStep_200pct,200.0,UKF,Model-based,30,0.005195980612597548,0.005737198362893849,0.00295370624945134,0.0070396546129156,0.0017968622308532963
Sweep_AmplitudeStep_200pct,200.0,IPDFT,Window-based,30,0.016310196039545883,0.01917062382336675,0.00423207085629368,0.02455340797292791,0.007563942650779775
Sweep_AmplitudeStep_200pct,200.0,TFT,Window-based,30,0.011300355772993148,0.01230633727939135,0.00271413873404084,0.01728275738003869,0.005374383136256705
Sweep_AmplitudeStep_250pct,250.0,RLS,Adaptive,30,1.8524795742331928,1.9845144734386233,1.262408860604172,2.2666421284950404,0.4306061260272262
Sweep_AmplitudeStep_250pct,250.0,TKEO,Adaptive,30,10.415999817638285,10.330597168599994,9.451096185675445,11.522538751323111,0.8875997117067015
Sweep_AmplitudeStep_250pct,250.0,PLL,Loop-based,30,0.2229948957513961,0.17282001448545886,0.16505058100727954,0.32032384389749,0.13410997128629426
Sweep_AmplitudeStep_250pct,250.0,SOGI-FLL,Loop-based,30,0.017746796620513358,0.0162817160513443,0.014068210393448919,0.02442495165444648,0.0038538593446635636
Sweep_AmplitudeStep_250pct,250.0,SOGI-PLL,Loop-based,30,0.029182279463419485,0.03008107025464995,0.01367624048751273,0.046168694338925086,0.01289518886558
Sweep_AmplitudeStep_250pct,250.0,Type-3 SOGI-PLL,Loop-based,30,0.04190299074551165,0.0361327162189996,0.01946124784883721,0.06932779993085172,0.024672937253221876
Sweep_AmplitudeStep_250pct,250.0,ZCD,Loop-based,30,0.007076248680582879,0.0066245978675861,0.0033238232055794303,0.01129967428713346,0.0029119506352154436
Sweep_AmplitudeStep_250pct,250.0,EKF,Model-based,30,0.00793085462903435,0.0081869689220918,0.00329049129189872,0.01130560380848497,0.003066258570839446
Sweep_AmplitudeStep_250pct,250.0,LKF,Model-based,30,0.00720577453864175,0.0068388265340601495,0.00443188458851377,0.01291057293520552,0.00283483355704631
Sweep_AmplitudeStep_250pct,250.0,LKF2,Model-based,30,0.023322355198913666,0.02284636620800785,0.01681006252230103,0.030643475542731443,0.005268610904673536
Sweep_AmplitudeStep_250pct,250.0,RA-EKF,Model-based,30,0.0013258796441767734,0.0012675818240465999,0.00110489839982957,0.0015753246538042203,0.0002526479047769473
Sweep_AmplitudeStep_250pct,250.0,UKF,Model-based,30,0.006381109159795926,0.00705834406408005,0.0034806851695237703,0.00870612827263765,0.002253359342125618
Sweep_AmplitudeStep_250pct,250.0,IPDFT,Window-based,30,0.01847974342749244,0.021711029828664997,0.0048934760146451,0.02794912621747046,0.008569240419448905
Sweep_AmplitudeStep_250pct,250.0,TFT,Window-based,30,0.013825605497916489,0.0151072960412451,0.0033274396804719502,0.021145289195287402,0.006568374566239655
Sweep_AmplitudeStep_300pct,300.0,RLS,Adaptive,30,1.8931621955978735,1.940766835045124,1.5230398794574147,2.331923725264187,0.4077537851352295
Sweep_AmplitudeStep_300pct,300.0,TKEO,Adaptive,30,10.508036087334286,10.404091017956633,9.627976848017815,11.485152783364768,0.8007947860485664
Sweep_AmplitudeStep_300pct,300.0,PLL,Loop-based,30,0.22403306763311973,0.1745103866784229,0.1655360862380774,0.32170369761129586,0.13387255294899136
Sweep_AmplitudeStep_300pct,300.0,SOGI-FLL,Loop-based,30,0.01944078291811705,0.0178791287392042,0.01535987292572956,0.02680958657471491,0.004246912969949525
Sweep_AmplitudeStep_300pct,300.0,SOGI-PLL,Loop-based,30,0.030159323667585187,0.03022986312653735,0.01390411513667282,0.04809768667492116,0.013471539140063531
Sweep_AmplitudeStep_300pct,300.0,Type-3 SOGI-PLL,Loop-based,30,0.043030853207773105,0.03780334472681985,0.02093178588747457,0.07066646383011319,0.024579038170678424
Sweep_AmplitudeStep_300pct,300.0,ZCD,Loop-based,30,0.006872426757063502,0.0065114595632177995,0.00314025375787874,0.011036674732444421,0.002873081578232251
Sweep_AmplitudeStep_300pct,300.0,EKF,Model-based,30,0.009273833028161512,0.0094490045822767,0.0039461494005519505,0.01360942912911924,0.003721782466971918
Sweep_AmplitudeStep_300pct,300.0,LKF,Model-based,30,0.0075644247876128475,0.00709462759878925,0.00445085851369349,0.01398980283996744,0.0031676609879526967
Sweep_AmplitudeStep_300pct,300.0,LKF2,Model-based,30,0.02693978120542605,0.0263605359958694,0.01938746917903203,0.035139227640914684,0.006125725925020562
Sweep_AmplitudeStep_300pct,300.0,RA-EKF,Model-based,30,0.001513183499439033,0.0014281093179582,0.00133618465333727,0.0017253201401108004,0.00023367291470568878
Sweep_AmplitudeStep_300pct,300.0,UKF,Model-based,30,0.007572286083774537,0.00834004518350915,0.00387328075668614,0.01038959263060452,0.0027039248938878634
Sweep_AmplitudeStep_300pct,300.0,IPDFT,Window-based,30,0.020325827335081637,0.0238680493996416,0.0054761691389922,0.03086188084205747,0.009423898460149557
Sweep_AmplitudeStep_300pct,300.0,TFT,Window-based,30,0.01642811712345221,0.0179921735930368,0.00398133798452554,0.02511716205354979,0.007787895782226997
Sweep_AmplitudeStep_350pct,350.0,RLS,Adaptive,30,1.9995986533578105,2.04872591247741,1.567058314962109,2.430234318264749,0.3765337678923971
Sweep_AmplitudeStep_350pct,350.0,TKEO,Adaptive,30,10.680523077690037,10.671236317358673,9.806369068990566,11.455843922280348,0.6820881472754378
Sweep_AmplitudeStep_350pct,350.0,PLL,Loop-based,30,0.22500670448258525,0.17580989418480825,0.16596747985004257,0.3230342877968607,0.13365875055492243
Sweep_AmplitudeStep_350pct,350.0,SOGI-FLL,Loop-based,30,0.020944197416100267,0.01929915745851725,0.01637952202505412,0.02890818577638999,0.004588244597374408
Sweep_AmplitudeStep_350pct,350.0,SOGI-PLL,Loop-based,30,0.03093166215891351,0.030615298838659252,0.0139536083815742,0.04965337875784438,0.013952403311670662
Sweep_AmplitudeStep_350pct,350.0,Type-3 SOGI-PLL,Loop-based,30,0.04398372881691008,0.03981714530065235,0.02215598543350262,0.07182878956338,0.02452878742741055
Sweep_AmplitudeStep_350pct,350.0,ZCD,Loop-based,30,0.006728433297752711,0.0064327216236008,0.0030072969563468602,0.01085238519685013,0.002847396669812284
Sweep_AmplitudeStep_350pct,350.0,EKF,Model-based,30,0.01060053734159272,0.01099003350088485,0.00461932370554804,0.01584568620910059,0.004380337456862838
Sweep_AmplitudeStep_350pct,350.0,LKF,Model-based,30,0.007856328281108164,0.007289166790484,0.004463720539036001,0.0149027168802554,0.003448407822657448
Sweep_AmplitudeStep_350pct,350.0,LKF2,Model-based,30,0.030446976219157727,0.0299001634099079,0.02185291998434282,0.03955085084149961,0.006999212138094887
Sweep_AmplitudeStep_350pct,350.0,RA-EKF,Model-based,30,0.0016654083761201664,0.0016127273049414,0.00149637907480022,0.0018195942840576703,0.00021675484158376914
Sweep_AmplitudeStep_350pct,350.0,UKF,Model-based,30,0.008763971434716087,0.00962337363375715,0.00429772801106022,0.012059661243324261,0.003146867188662506
Sweep_AmplitudeStep_350pct,350.0,IPDFT,Window-based,30,0.021926887005521752,0.02573506963821495,0.00599650099736114,0.033404862892428513,0.010164434319745402
Sweep_AmplitudeStep_350pct,350.0,TFT,Window-based,30,0.01914502352860833,0.021000010144215903,0.00468303587196894,0.02925483761244978,0.009049599532990664
Sweep_AmplitudeStep_400pct,400.0,RLS,Adaptive,30,2.0463151967122086,2.096123126571449,1.530226244836853,2.5238591406167687,0.3648808864477806
Sweep_AmplitudeStep_400pct,400.0,TKEO,Adaptive,30,10.749676607743769,10.932761043525861,10.00564220335988,11.375580985082008,0.6191482187095245
Sweep_AmplitudeStep_400pct,400.0,PLL,Loop-based,30,0.2259109436797713,0.17741095017106256,0.16632602567484592,0.3243006381062428,0.13346868601660122
Sweep_AmplitudeStep_400pct,400.0,SOGI-FLL,Loop-based,30,0.022295257315525906,0.02063058912044515,0.01727849990061266,0.030782359375932367,0.004891039027849997
Sweep_AmplitudeStep_400pct,400.0,SOGI-PLL,Loop-based,30,0.031556750514095025,0.030944101156328098,0.0139943188397666,0.05093360506532935,0.01435701781220746
Sweep_AmplitudeStep_400pct,400.0,Type-3 SOGI-PLL,Loop-based,30,0.04480025946938088,0.04150434518970845,0.02277943810604762,0.07284631142347531,0.02450602429084318
Sweep_AmplitudeStep_400pct,400.0,ZCD,Loop-based,30,0.0066231071127003105,0.006375812664004849,0.00290803488395062,0.01071844798984982,0.002829630428810295
Sweep_AmplitudeStep_400pct,400.0,EKF,Model-based,30,0.011902520800310063,0.012515900631079,0.00513421859788686,0.01801512143522447,0.005029390046858096
Sweep_AmplitudeStep_400pct,400.0,LKF,Model-based,30,0.008097270996586258,0.00743989418512,0.00447276560850568,0.01568452861075531,0.0036886937452613733
Sweep_AmplitudeStep_400pct,400.0,LKF2,Model-based,30,0.03385178628136122,0.0333305694741919,0.024114488427304192,0.04386086520291183,0.007876023302053616
Sweep_AmplitudeStep_400pct,400.0,RA-EKF,Model-based,30,0.0018549529697885299,0.0018123195210303,0.00167487940229723,0.00203570296750289,0.00020310921795303475
Sweep_AmplitudeStep_400pct,400.0,UKF,Model-based,30,0.009952911732333135,0.0109187326019323,0.00474680647531029,0.01371565580916125,0.0035817607848867873
Sweep_AmplitudeStep_400pct,400.0,IPDFT,Window-based,30,0.02333636773640551,0.0273756823347137,0.00646609286477111,0.03565600074820258,0.01081574424039808
Sweep_AmplitudeStep_400pct,400.0,TFT,Window-based,30,0.022008281985864013,0.0241645327315782,0.00544064960298831,0.033606205247451365,0.01036698878219972
Sweep_AmplitudeStep_500pct,500.0,RLS,Adaptive,30,2.166293060373921,2.205968820808641,1.621853655197424,2.6121054018760663,0.3633571929768771
Sweep_AmplitudeStep_500pct,500.0,TKEO,Adaptive,30,10.879366088716731,10.90156798943715,10.496125980655673,11.38324417740025,0.4642071039807399
Sweep_AmplitudeStep_500pct,500.0,PLL,Loop-based,30,0.22751649740687283,0.18015331620722505,0.1668918829761495,0.3266204433290144,0.13315379707333125
Sweep_AmplitudeStep_500pct,500.0,SOGI-FLL,Loop-based,30,0.024644892779960438,0.02305391672632395,0.01879662689393125,0.034021151122328896,0.005414835716930357
Sweep_AmplitudeStep_500pct,500.0,SOGI-PLL,Loop-based,30,0.032505337131175385,0.03141215048002036,0.01405739514183938,0.05281176640064028,0.014996294629082772
Sweep_AmplitudeStep_500pct,500.0,Type-3 SOGI-PLL,Loop-based,30,0.046129233031367005,0.043826914135527154,0.023117947865067583,0.07454277279577183,0.024507397334978063
Sweep_AmplitudeStep_500pct,500.0,ZCD,Loop-based,30,0.006482737099711287,0.006300965360577801,0.0027726297018935402,0.01054117164447265,0.0028074083239620316
Sweep_AmplitudeStep_500pct,500.0,EKF,Model-based,30,0.014420573361097174,0.015498128226979,0.00558412355636284,0.02216785875122268,0.006282538002558979
Sweep_AmplitudeStep_500pct,500.0,LKF,Model-based,30,0.008468787933190548,0.0076536560670727,0.00448423362225815,0.016951236516792312,0.004079506318757941
Sweep_AmplitudeStep_500pct,500.0,LKF2,Model-based,30,0.04038633532810711,0.039903703743895846,0.02853956891915799,0.05281287681898475,0.009617146472696144
Sweep_AmplitudeStep_500pct,500.0,RA-EKF,Model-based,30,0.0021901323865471437,0.00215890554250435,0.00202467205244399,0.0024184021092272705,0.00019072826046427545
Sweep_AmplitudeStep_500pct,500.0,UKF,Model-based,30,0.012315346606563039,0.013529374944277101,0.0056990192059550105,0.016984064406783968,0.004427578609160768
Sweep_AmplitudeStep_500pct,500.0,IPDFT,Window-based,30,0.0257225144090747,0.0301463533218018,0.0072854000790361,0.039491972475888766,0.011916857908080407
Sweep_AmplitudeStep_500pct,500.0,TFT,Window-based,30,0.02829599426344227,0.0310929190720328,0.00716155729140356,0.04313042019771934,0.013217169660251422
Sweep_AmplitudeStep_750pct,750.0,RLS,Adaptive,30,2.1741768517186046,2.226234886931244,1.4765658647621849,2.639067237883004,0.44071546225488395
Sweep_AmplitudeStep_750pct,750.0,TKEO,Adaptive,30,11.028260806228953,11.006574735853611,10.649751914063442,11.410535724383559,0.30582702629007924
Sweep_AmplitudeStep_750pct,750.0,PLL,Loop-based,30,0.23055316441157683,0.18430811419676074,0.1677159194156909,0.33125550072459764,0.13265292358906602
Sweep_AmplitudeStep_750pct,750.0,SOGI-FLL,Loop-based,30,0.029166206935474646,0.02762658681584465,0.02150223303141427,0.04021163218675718,0.006457729336121817
Sweep_AmplitudeStep_750pct,750.0,SOGI-PLL,Loop-based,30,0.03392098043451237,0.032043677569762,0.01415507738592822,0.05572064285108382,0.016005214698913608
Sweep_AmplitudeStep_750pct,750.0,Type-3 SOGI-PLL,Loop-based,30,0.04836344985317839,0.04637041520609595,0.02476957572174072,0.07633863522979545,0.024611676641013464
Sweep_AmplitudeStep_750pct,750.0,ZCD,Loop-based,30,0.006317868143740061,0.0062147676862702,0.00260778361223576,0.01033488120552349,0.0027836149318656573
Sweep_AmplitudeStep_750pct,750.0,EKF,Model-based,30,0.0202264925916126,0.0224862952054128,0.007178646739592271,0.03166056786113628,0.009142865339343538
Sweep_AmplitudeStep_750pct,750.0,LKF,Model-based,30,0.009025110011562969,0.007882149912659401,0.00449663321570324,0.019026680384536178,0.004735943922485687
Sweep_AmplitudeStep_750pct,750.0,LKF2,Model-based,30,0.05542256434651463,0.055001610426970146,0.038538077859511355,0.07372680660718894,0.013822819431669573
Sweep_AmplitudeStep_750pct,750.0,RA-EKF,Model-based,30,0.003021442653101257,0.0029729571265221,0.0028379152375867,0.0033780704832532503,0.00018194919043165047
Sweep_AmplitudeStep_750pct,750.0,UKF,Model-based,30,0.018098341753754254,0.0198315081255103,0.00827872708327663,0.02490133788079043,0.0064123224923401684
Sweep_AmplitudeStep_750pct,750.0,IPDFT,Window-based,30,0.030087021871620094,0.0351903444399678,0.00886087966588049,0.04657923868569844,0.013925102522020597
Sweep_AmplitudeStep_750pct,750.0,TFT,Window-based,30,0.0489616212434771,0.05368292486644455,0.01329377919702354,0.07417031304128215,0.022201926702141776
Sweep_AmplitudeStep_1000pct,1000.0,RLS,Adaptive,30,2.130944649838083,2.1818858368763148,1.4310348798679382,2.609035784157551,0.4660782412313412
Sweep_AmplitudeStep_1000pct,1000.0,TKEO,Adaptive,30,10.905120827423215,10.83236247819438,10.354171146743253,11.438520991954949,0.4452740440495433
Sweep_AmplitudeStep_1000pct,1000.0,PLL,Loop-based,30,0.23262549514732045,0.186135712869939,0.16806195069279173,0.3346000296210047,0.1324008672764765
Sweep_AmplitudeStep_1000pct,1000.0,SOGI-FLL,Loop-based,30,0.03253522590298998,0.0303996617268718,0.023241464171475303,0.04482254625089504,0.007332625957470288
Sweep_AmplitudeStep_1000pct,1000.0,SOGI-PLL,Loop-based,30,0.03470146318414031,0.032360470881057354,0.01436360291977885,0.057833974919439986,0.01658887482315916
Sweep_AmplitudeStep_1000pct,1000.0,Type-3 SOGI-PLL,Loop-based,30,0.04976294328307353,0.04785555512320605,0.02639997797046378,0.07864255042716621,0.024739246608386452
Sweep_AmplitudeStep_1000pct,1000.0,ZCD,Loop-based,30,0.006250338519323261,0.00618016375563565,0.00253768659096851,0.010251016113264731,0.0027746315250731872
Sweep_AmplitudeStep_1000pct,1000.0,EKF,Model-based,30,0.025451774217068124,0.028851532152954,0.00910197471411331,0.04021686001555367,0.01168431373387304
Sweep_AmplitudeStep_1000pct,1000.0,LKF,Model-based,30,0.009322019757919896,0.0081091558910272,0.00450129874169202,0.02023601043850152,0.005141246881127576
Sweep_AmplitudeStep_1000pct,1000.0,LKF2,Model-based,30,0.0690547886540771,0.06867477861784345,0.04741702635419384,0.09288565350545554,0.017805735501806634
Sweep_AmplitudeStep_1000pct,1000.0,RA-EKF,Model-based,30,0.0038482470520147236,0.00380631324952855,0.0036534235837819,0.00415342697632809,0.00016967741118442884
Sweep_AmplitudeStep_1000pct,1000.0,UKF,Model-based,30,0.02369157158206114,0.02591636749885555,0.01108641943333012,0.03247757582798058,0.008234145535425322
Sweep_AmplitudeStep_1000pct,1000.0,IPDFT,Window-based,30,0.03315420403392133,0.0387153824366889,0.01002749885093363,0.05150519455384294,0.015330476217318048
Sweep_AmplitudeStep_1000pct,1000.0,TFT,Window-based,30,0.0824833129256966,0.08992384996762251,0.024568443630131203,0.12373206322148582,0.03571267449914615
