step_percent,family,family_rmse_mean,family_rmse_median,family_rmse_p10,family_rmse_p90,family_rmse_std,family_rmse_min,family_rmse_max
1.0,Adaptive,4.602025545860698,4.482164944422049,3.7642850622188404,5.589010756413927,5.986259274616374,0.36910101883859775,8.8349500728828
1.0,Loop-based,0.05696700586969108,0.01562697030087715,0.005557199422697521,0.027306273896338242,0.0907134704202689,0.0045403232467635555,0.21826155695699098
1.0,Model-based,0.0028013414512020824,0.00265441651593555,0.00040817992906115,0.00405554508455974,0.0019559283117372484,0.00063762367719828,0.005405285805333464
1.0,Window-based,0.0005267539534923934,0.0005391988640564499,0.00029218882812938503,0.000746592185366375,0.0001022789894896277,0.00045443178645137,0.0005990761205334167
2.0,Adaptive,4.618514267688546,4.4775231976164305,3.770714798815914,5.6034596377712775,5.99590519059913,0.3787690480642827,8.858259487312809
2.0,Loop-based,0.05695762702848808,0.0156301081623097,0.005564145027228961,0.027307441566770483,0.09072383313794963,0.004567629265083224,0.2182703080272458
2.0,Model-based,0.0028052600694468363,0.00265414504489065,0.00041440866357814004,0.00405555153285651,0.001959940257185572,0.00063895759642655,0.005418787409373236
2.0,Window-based,0.0005782181710665534,0.0005985216656416001,0.00033834604950417,0.00079728408973409,6.108400574174615e-05,0.0005350252563845266,0.0006214110857485801
3.0,Adaptive,4.627701432312302,4.495230394107506,3.7906248821299684,5.664764887738421,5.973466710581231,0.40382261406821285,8.85158025055639
3.0,Loop-based,0.05695187855656951,0.01563532100680825,0.00557523338944555,0.0273094701085235,0.09073231317119833,0.004598426471636005,0.21827919970043702
3.0,Model-based,0.0028107605150759357,0.00265422145607765,0.00042348488355845005,0.00405558369546749,0.0019654631595549628,0.0006406844002919433,0.00543729664785756
3.0,Window-based,0.0006471220868954301,0.00065011247428035,0.00038897109012668,0.000883663490411615,1.1028242358343464e-05,0.0006393239419392766,0.0006549202318515834
5.0,Adaptive,4.697513754203575,4.621684385204341,3.859462486465132,5.646121183177717,5.901259877491238,0.5246928772854258,8.870334631121723
5.0,Loop-based,0.05695031297052111,0.01565152235224955,0.0056088312422213505,0.027315918158334913,0.09074415900442574,0.0046697219134526026,0.21829740745612244
5.0,Model-based,0.002825591320680531,0.00265541211629135,0.00043820989734721005,0.00405571655508327,0.0019798944297649743,0.0006452337474266499,0.005485717338648344
5.0,Window-based,0.0008118236756638651,0.000856866107593675,0.0004891734783937049,0.001118547501018845,9.575640030136909e-05,0.0007441136756687534,0.0008795336756589766
7.5,Adaptive,4.741713175100463,4.662513998572209,3.8352815848743864,5.648683028131637,5.868415078266896,0.5921170784405564,8.891309271760369
7.5,Loop-based,0.056964534818588576,0.0156815324821918,0.00566950203219484,0.027328009109042564,0.09075072756287399,0.004775068496881783,0.21832096845074966
7.5,Model-based,0.002849948388717247,0.00265884670236225,0.00044954947959034003,0.00405839154347502,0.002002740037949935,0.0006527545395100566,0.005562525647974347
7.5,Window-based,0.0010407124668694386,0.0011046263440852,0.0005504092306828699,0.0014692640274262601,0.0002276108911188358,0.0008797672622873968,0.0012016576714514802
10.0,Adaptive,4.759905315369007,4.680312234496319,3.8860627331723254,5.700479855529071,5.930969949117041,0.5660762453347142,8.9537343854033
10.0,Loop-based,0.05699361720361912,0.01572101160877845,0.00574720147011847,0.02734400519543408,0.09074985639998763,0.004895800884128792,0.2183454256603063
10.0,Model-based,0.0028796126302680332,0.0026644655809839497,0.00046494720372391003,0.00408306433699156,0.002029823534661106,0.0006620028904187301,0.0056534708138215334
10.0,Window-based,0.0012794260641600416,0.001340062920780175,0.0005982284690468299,0.0018250547803939153,0.0003538252889978244,0.00102923380295439,0.0015296183253656933
15.0,Adaptive,4.780321357542515,4.684020024644276,3.96899668016348,5.809360693475449,5.9484336047012425,0.5741436182203272,8.986499096864703
15.0,Loop-based,0.05708575218948173,0.0158232953886168,0.00631704133663554,0.027404543620958392,0.09073160908147014,0.005173365050004598,0.2183970423098112
15.0,Model-based,0.0029518165947451476,0.0026824450853523,0.0005063400230077501,0.004152946844158891,0.002094444461439737,0.0006844843450479366,0.005868649485905555
15.0,Window-based,0.0017626091029476535,0.001910401391065675,0.000695346930013135,0.00253561625448724,0.000590277984672443,0.00134521953720064,0.0021799986686946667
20.0,Adaptive,4.849074365456577,4.66861496950052,3.989346930434383,5.911976058471474,5.898691978991089,0.6780692669812814,9.020079463931872
20.0,Loop-based,0.05721029186129208,0.01594964889765435,0.00613074088609937,0.027807915252980552,0.0906983917211264,0.0054853477513472195,0.21845226260112352
20.0,Model-based,0.0030369062601214077,0.00270983575957745,0.0005604921421247501,0.00431243914345637,0.002171984982678582,0.0007064249529266167,0.006118930572841186
20.0,Window-based,0.0022395747470769136,0.002452982683517225,0.000805613262698415,0.0032492102793061552,0.0008092320517715744,0.00166736127571573,0.002811788218438097
25.0,Adaptive,4.893876856184023,4.766415069350925,4.0652863914382475,6.002002141466937,5.89849265779212,0.7230126990801525,9.064741013287893
25.0,Loop-based,0.05735648275960527,0.016093304491735252,0.00629021455634532,0.02826872995729283,0.09065603804208133,0.005819273040423214,0.2185110600329825
25.0,Model-based,0.0031318768027352854,0.0027471797596047,0.0006891346891449801,0.0045095071746859595,0.002260611701872645,0.0007261704154264465,0.006396667367359918
